t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
29791,0.207,0.6307,0.6662,795.364,0.4107,0.4201,0.000,0.004,0.000,0.012,0.000,0.009,0.000,0.001,0.015,0.000,0.000,0.000,0.000,0.000,0.009,0.019,0.011,0.015,0.047,0.000,0.042,0.022,0.000,0.000,97.810,52.192,23.394,54.248,29.059,51.869,22.518,27.414,77.289,57.428,33.762,13.083,50.269,85.812,9.203,12.071,12.444,9.138,11.217,11.513,22.175,19.954,9.533,1.968
34180,521.389,0.5459,0.7566,186.683,0.3913,0.2507,2.010,4.521,2.696,1.934,2.780,9.796,3.217,4.538,9.622,10.930,7.525,2.194,5.888,10.366,17.710,37.738,32.925,14.464,4.470,90.012,108.216,77.124,42.619,18.095,65.508,32.464,9.699,33.068,6.637,5.270,4.011,3.395,5.613,5.292,3.536,1.152,3.359,4.765,1.021,0.259,0.430,0.601,0.186,0.068,0.000,0.107,0.243,0.000
29811,0.185,0.5745,0.6204,793.215,0.4116,0.4201,0.010,0.000,0.000,0.000,0.000,0.010,0.006,0.000,0.000,0.000,0.031,0.011,0.008,0.013,0.006,0.008,0.000,0.009,0.014,0.031,0.000,0.000,0.027,0.000,97.510,52.488,22.619,53.472,28.892,53.171,22.000,27.364,78.092,56.916,33.547,12.351,50.173,86.845,7.773,11.754,12.252,9.357,10.287,12.459,21.826,19.815,9.514,2.738
34201,523.982,0.5461,0.7584,188.172,0.3928,0.2516,1.848,4.510,1.840,1.780,2.257,9.805,3.152,3.673,10.455,11.483,6.700,2.375,6.229,10.799,18.343,38.007,33.025,14.539,4.419,91.273,109.000,77.476,41.997,18.997,66.117,32.638,8.628,34.188,7.122,5.454,3.371,4.168,5.113,5.533,2.873,1.617,3.291,4.917,1.110,0.000,0.108,0.141,0.635,0.000,0.792,0.292,0.000,0.066
34215,523.442,0.5450,0.7549,191.395,0.3907,0.2542,1.419,5.393,3.332,2.942,2.717,10.114,3.705,3.381,9.583,11.382,7.386,2.165,5.906,11.146,17.646,37.898,32.456,14.508,3.579,90.371,109.025,77.964,41.872,17.552,67.324,32.553,9.231,34.200,7.245,5.096,3.623,4.015,4.895,6.136,3.486,0.600,3.527,5.408,0.904,1.035,0.114,0.326,0.354,0.607,0.165,0.383,0.000,0.170
29826,0.170,0.6752,0.6108,794.931,0.4111,0.4197,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.006,0.000,0.013,0.003,0.000,0.020,0.014,0.000,0.000,0.027,0.003,0.019,0.000,0.017,0.009,0.000,0.017,98.560,52.039,23.068,53.843,29.152,52.674,21.433,27.098,77.881,57.625,33.318,12.332,50.406,87.048,8.273,12.666,12.296,9.854,10.466,12.292,21.447,20.032,9.069,2.058
34229,524.385,0.5458,0.7560,295.898,0.4134,0.4205,2.995,4.086,3.650,2.771,2.644,9.912,3.131,2.842,9.733,10.988,6.216,1.868,6.442,11.154,17.255,38.555,33.454,14.527,3.976,90.161,109.003,77.810,42.519,18.694,36.758,19.890,7.851,19.887,10.670,19.733,7.431,10.422,28.933,21.171,12.312,4.424,18.874,32.744,2.852,4.288,5.807,3.503,4.088,3.973,8.144,7.002,4.116,1.023
29840,0.192,0.6195,0.5625,792.541,0.4099,0.4195,0.003,0.000,0.023,0.001,0.002,0.000,0.005,0.000,0.000,0.020,0.004,0.028,0.018,0.010,0.000,0.000,0.000,0.023,0.027,0.008,0.010,0.000,0.000,0.011,97.897,52.146,23.443,54.288,27.657,53.165,21.774,26.756,77.798,57.406,34.570,12.231,50.263,86.115,8.188,12.544,12.090,8.983,10.282,12.073,21.582,20.420,9.170,1.702
34249,0.311,0.6301,0.5135,297.785,0.4115,0.4203,0.022,0.000,0.020,0.000,0.029,0.000,0.002,0.046,0.002,0.012,0.013,0.018,0.016,0.007,0.026,0.000,0.024,0.000,0.034,0.000,0.001,0.000,0.000,0.037,36.657,20.018,8.959,19.844,10.501,19.588,7.892,10.515,29.129,21.117,12.772,4.728,19.547,31.909,3.466,4.135,4.464,3.552,4.005,4.519,7.754,8.084,3.378,1.251
29861,0.217,0.5917,0.5025,1716.498,0.3956,0.7060,0.014,0.017,0.000,0.005,0.016,0.000,0.000,0.036,0.000,0.000,0.034,0.000,0.000,0.019,0.030,0.000,0.000,0.012,0.000,0.000,0.020,0.010,0.000,0.003,43.734,23.900,12.695,24.601,16.378,39.263,14.367,17.637,52.337,42.860,26.408,10.415,34.279,58.506,30.916,97.084,129.364,80.880,28.905,154.715,248.828,253.246,179.922,95.257
34263,0.285,0.5119,0.5696,298.708,0.4109,0.4222,0.000,0.000,0.000,0.000,0.000,0.037,0.039,0.005,0.017,0.027,0.040,0.000,0.004,0.006,0.023,0.000,0.014,0.010,0.000,0.000,0.059,0.000,0.004,0.000,36.635,19.388,9.147,19.935,10.634,19.280,8.061,10.057,29.232,21.578,12.579,4.588,18.975,32.547,3.471,4.984,4.483,3.531,4.441,4.726,8.238,7.561,3.657,0.980
29875,0.203,0.5819,0.6075,1720.231,0.3954,0.7054,0.000,0.000,0.012,0.015,0.016,0.000,0.001,0.015,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.024,0.006,0.000,0.028,0.027,0.000,0.016,0.000,43.598,24.543,13.701,24.559,16.589,39.612,15.170,17.860,52.087,43.111,25.986,10.456,34.465,57.879,31.244,96.515,129.785,81.678,28.732,154.336,249.568,253.018,180.100,95.640
34278,0.184,0.6079,0.5532,296.698,0.4097,0.4191,0.000,0.000,0.028,0.001,0.008,0.036,0.017,0.002,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.015,0.002,0.000,0.000,0.013,0.048,36.783,19.536,9.126,20.069,10.256,19.393,8.028,9.913,29.591,21.854,13.359,4.379,19.051,31.717,2.988,4.121,4.693,3.567,4.457,5.315,7.767,7.164,3.571,0.000
29889,0.152,0.6298,0.4922,1718.784,0.3952,0.7053,0.030,0.000,0.000,0.002,0.000,0.011,0.007,0.022,0.027,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.004,0.000,0.000,0.002,0.005,0.022,0.016,43.431,24.686,13.078,25.106,16.276,39.359,15.094,18.355,51.808,43.838,25.901,10.179,34.663,57.749,31.536,96.689,129.210,81.882,28.897,155.211,248.708,253.428,179.257,94.442
34290,0.079,0.5582,0.8014,298.755,0.4091,0.4178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.002,0.000,0.033,0.008,0.011,0.000,0.012,36.700,20.347,9.138,21.176,10.699,19.899,8.655,9.779,28.760,21.974,12.725,4.331,18.998,31.946,3.049,4.322,5.216,3.203,3.480,4.568,8.105,7.532,3.486,0.666
29909,0.119,0.5790,0.4921,1716.463,0.3952,0.7057,0.000,0.000,0.013,0.000,0.000,0.000,0.026,0.027,0.000,0.000,0.002,0.018,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.007,0.016,0.000,0.000,0.000,43.180,23.647,13.746,25.407,16.714,39.126,15.078,17.530,51.459,43.166,25.971,10.916,34.521,57.209,30.641,97.651,129.574,81.400,28.526,154.148,248.963,253.348,179.631,94.914
34304,0.136,0.6189,0.3772,640.939,0.3949,0.7065,0.003,0.002,0.010,0.046,0.000,0.000,0.000,0.034,0.019,0.006,0.000,0.000,0.000,0.000,0.000,0.007,0.002,0.000,0.000,0.000,0.000,0.004,0.004,0.000,16.912,8.997,5.076,8.754,6.085,15.248,5.718,6.710,18.743,15.492,10.021,3.091,12.404,20.645,10.879,36.317,49.380,30.030,11.308,57.440,93.557,95.373,67.995,34.765
29923,0.253,0.6296,0.6192,1717.863,0.3952,0.7052,0.000,0.001,0.000,0.000,0.017,0.000,0.001,0.040,0.032,0.021,0.000,0.000,0.010,0.000,0.000,0.005,0.003,0.000,0.018,0.034,0.031,0.000,0.040,0.000,43.556,24.333,13.597,25.612,17.553,39.263,14.944,17.365,51.804,43.246,26.065,10.096,34.140,57.578,31.445,96.839,129.217,81.472,28.376,154.713,249.219,252.547,179.907,94.978
34318,0.236,0.5642,0.5493,643.190,0.3950,0.7057,0.024,0.000,0.007,0.006,0.000,0.000,0.009,0.036,0.012,0.033,0.000,0.001,0.008,0.000,0.026,0.000,0.000,0.011,0.000,0.007,0.006,0.012,0.009,0.029,15.898,9.490,4.971,9.282,6.413,14.595,5.863,6.576,18.881,16.328,9.611,3.690,13.241,21.185,12.019,35.986,49.184,30.601,10.875,58.270,93.238,94.719,66.972,35.303
29943,0.177,0.6258,0.5225,1717.175,0.3952,0.7054,0.000,0.011,0.000,0.000,0.024,0.012,0.013,0.000,0.029,0.000,0.000,0.000,0.000,0.013,0.021,0.000,0.021,0.000,0.000,0.007,0.000,0.026,0.000,0.000,43.549,23.732,13.053,24.535,17.258,39.779,15.683,18.111,52.420,43.000,25.729,10.507,33.585,58.085,31.493,97.109,129.394,80.904,28.720,154.486,249.252,252.561,179.796,94.432
34332,0.184,0.6484,0.4142,644.716,0.3956,0.7060,0.018,0.017,0.000,0.018,0.047,0.000,0.000,0.000,0.013,0.016,0.000,0.000,0.005,0.011,0.000,0.000,0.003,0.000,0.000,0.016,0.000,0.000,0.000,0.018,15.998,8.797,4.392,10.019,6.156,14.667,5.536,6.611,19.248,16.812,10.026,3.933,13.173,21.686,11.592,35.646,48.836,30.897,10.973,57.780,93.713,94.695,67.272,36.258
29957,0.172,0.6046,0.5566,1718.994,0.3953,0.7053,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.011,0.000,0.000,0.015,0.002,0.017,0.000,0.035,0.000,0.000,0.005,0.010,0.021,0.003,0.000,0.002,43.468,24.987,13.218,25.360,17.811,39.014,15.172,17.617,51.510,43.685,25.804,10.030,34.349,57.374,30.541,97.339,129.170,81.218,28.474,154.627,249.877,254.192,179.810,94.347
34346,0.227,0.6225,0.5928,645.587,0.3955,0.7050,0.014,0.000,0.022,0.002,0.000,0.000,0.006,0.000,0.002,0.000,0.032,0.000,0.000,0.036,0.013,0.002,0.006,0.017,0.007,0.000,0.000,0.016,0.029,0.022,16.605,9.513,4.630,9.331,6.630,14.527,6.377,6.709,19.491,16.215,9.246,3.636,13.017,21.770,11.735,36.771,47.658,30.996,10.519,58.306,93.740,95.349,66.865,35.951
29971,0.251,0.5826,0.5160,1392.591,0.3559,0.7564,0.017,0.031,0.000,0.033,0.000,0.015,0.000,0.019,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.007,0.013,0.000,0.023,0.019,0.016,0.002,0.000,0.030,10.105,7.001,6.368,7.088,8.351,26.440,9.748,8.568,25.525,29.208,18.255,6.249,16.234,29.277,45.472,98.974,90.292,40.986,11.907,234.494,300.557,215.170,105.097,41.227
34360,0.163,0.6373,0.4883,647.133,0.3947,0.7051,0.000,0.000,0.000,0.000,0.039,0.011,0.000,0.000,0.009,0.021,0.000,0.035,0.015,0.000,0.002,0.000,0.000,0.009,0.000,0.000,0.004,0.000,0.000,0.017,16.769,9.251,4.367,9.327,6.576,15.329,5.451,6.487,19.218,16.538,9.797,4.317,12.992,21.803,12.338,36.391,48.556,30.847,10.749,58.787,93.304,95.650,66.558,35.732
34374,0.165,0.5670,0.4489,643.882,0.3957,0.7063,0.007,0.043,0.009,0.024,0.000,0.000,0.016,0.000,0.004,0.002,0.001,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.016,0.027,0.000,0.007,0.000,16.615,9.079,5.091,9.863,6.304,13.614,5.197,5.892,19.325,16.280,9.502,4.259,13.089,21.215,11.711,36.120,48.309,31.380,10.916,57.890,93.843,95.026,68.205,35.159
29985,0.225,0.5687,0.5397,1392.400,0.3559,0.7572,0.001,0.030,0.000,0.014,0.001,0.029,0.024,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.033,0.012,0.000,0.026,0.000,0.000,0.000,0.024,0.000,0.023,9.646,7.526,6.233,7.200,7.613,26.451,9.781,8.017,25.964,28.937,17.563,5.942,16.342,28.926,44.770,99.676,91.004,40.590,11.252,235.166,301.304,215.062,105.808,41.629
34395,0.198,0.5842,0.5119,647.783,0.3960,0.7045,0.000,0.000,0.000,0.000,0.025,0.000,0.028,0.042,0.001,0.000,0.008,0.001,0.007,0.001,0.030,0.032,0.000,0.014,0.005,0.005,0.000,0.000,0.000,0.000,16.430,9.558,5.175,9.426,6.491,15.098,6.363,6.729,19.218,15.654,9.889,3.627,12.961,21.891,11.997,36.365,48.690,30.818,11.364,57.753,93.295,94.710,67.610,36.670
30006,501.406,0.5912,0.2494,1391.722,0.3562,0.7570,102.676,160.210,22.415,91.130,21.742,13.918,11.357,9.201,13.039,14.345,8.970,2.986,8.021,14.914,2.379,1.191,0.000,0.246,1.869,0.000,0.371,0.000,0.000,0.426,9.632,7.616,6.294,7.016,8.000,25.994,8.892,8.500,26.410,28.782,17.730,5.320,17.200,28.702,44.918,100.083,90.788,40.602,11.883,234.950,300.440,215.618,104.931,41.423
34409,0.112,0.4658,0.5485,522.388,0.3567,0.7573,0.000,0.007,0.011,0.011,0.000,0.009,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.003,0.000,0.000,0.023,0.000,0.000,0.006,3.438,2.823,2.399,2.103,2.359,9.774,3.465,3.584,9.978,10.960,6.937,2.264,6.375,10.857,16.717,37.314,33.933,15.349,5.490,88.016,112.863,80.302,38.823,16.266
30020,496.368,0.5911,0.2483,1394.536,0.3566,0.7566,102.786,160.657,21.953,90.132,20.173,13.877,10.704,8.598,13.093,14.585,8.980,2.195,7.446,14.330,1.623,0.851,0.000,1.168,2.535,0.469,0.000,0.000,0.000,0.213,9.162,7.814,6.290,6.918,7.762,26.230,9.441,8.800,26.721,29.418,17.490,6.141,17.110,29.174,45.266,98.652,90.826,41.211,12.175,234.486,300.851,215.416,105.192,41.992
34423,0.198,0.6070,0.6142,524.324,0.3551,0.7552,0.000,0.000,0.000,0.017,0.021,0.002,0.006,0.000,0.000,0.000,0.000,0.029,0.020,0.000,0.011,0.016,0.000,0.000,0.000,0.032,0.000,0.002,0.000,0.042,4.331,3.012,2.473,2.266,2.595,9.856,4.027,3.829,9.754,11.885,6.440,2.369,6.515,10.280,17.242,37.949,33.474,15.143,4.640,88.221,112.029,81.213,39.530,15.252
30034,497.924,0.5912,0.2482,1392.888,0.3561,0.7570,103.024,160.508,22.095,90.506,20.562,14.002,11.466,8.499,13.877,13.506,8.748,2.343,7.176,15.018,2.234,1.100,0.416,0.793,1.410,0.172,0.147,0.000,0.149,0.175,9.747,7.786,6.505,6.399,7.976,25.976,9.816,7.693,26.432,28.900,17.834,5.858,16.860,28.721,45.139,99.447,90.529,41.356,11.659,235.107,300.862,215.818,105.506,40.961
34446,184.599,0.5904,0.2450,523.666,0.3564,0.7554,38.494,60.443,8.441,34.460,7.422,4.646,3.986,3.124,4.215,5.668,3.280,0.436,2.797,5.300,0.098,0.049,0.865,0.473,0.403,0.000,0.000,0.000,0.000,0.000,3.305,3.101,2.750,2.931,3.674,9.404,3.572,3.126,9.822,11.349,6.624,2.808,6.641,10.429,16.983,37.413,33.811,14.641,4.927,87.935,112.877,80.569,39.383,15.591
30057,794.024,0.6177,0.4210,1389.381,0.3558,0.7573,57.097,92.101,23.383,53.869,26.570,52.701,21.601,28.735,78.220,57.261,35.737,12.761,48.465,86.832,8.781,13.296,11.889,7.497,10.816,10.131,20.056,22.740,10.944,2.540,9.759,7.197,5.759,6.906,7.642,27.011,9.439,8.501,25.863,29.651,16.912,5.836,17.017,27.857,44.655,98.711,90.274,40.934,12.115,234.890,300.981,215.484,104.399,41.590
30069,792.399,0.6176,0.4207,0.176,0.4302,0.5167,57.565,92.405,23.044,53.828,26.594,52.292,21.896,27.655,78.108,57.042,35.970,12.182,48.566,86.670,8.049,13.573,13.015,7.646,10.199,10.529,21.104,21.255,10.394,2.820,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.017,0.000,0.000,0.009,0.016,0.000,0.000,0.000,0.015,0.008,0.009,0.005,0.012,0.000,0.021
34458,189.882,0.5925,0.2525,523.116,0.3564,0.7571,38.819,59.845,8.598,34.280,8.247,5.115,4.191,3.411,5.166,5.096,4.008,0.796,3.409,5.387,0.411,0.000,1.021,0.038,1.471,0.572,0.000,0.000,0.000,0.000,3.308,3.165,2.223,2.560,2.830,9.698,3.224,3.690,9.770,10.914,6.869,1.591,7.944,10.098,17.062,37.192,33.503,15.223,4.584,88.528,112.530,81.388,39.738,15.481
34478,187.732,0.5877,0.2518,520.873,0.3570,0.7580,38.395,59.523,8.611,34.818,7.649,5.462,4.643,2.712,5.079,5.536,2.530,0.450,3.374,4.723,1.455,0.519,1.090,0.000,0.469,0.183,0.329,0.006,0.009,0.167,4.176,3.374,2.402,1.890,2.551,9.292,3.779,3.361,9.266,10.789,6.210,1.138,6.339,11.150,16.514,36.299,34.370,15.213,5.132,87.838,113.263,81.511,39.718,15.298
30089,791.540,0.6178,0.4195,0.191,0.4086,0.6592,58.147,92.305,23.657,54.145,25.747,52.936,21.516,28.902,79.077,56.147,35.225,12.408,47.596,86.298,8.064,13.645,11.931,7.773,11.065,10.167,20.954,21.314,10.394,2.126,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.006,0.009,0.009,0.000,0.029,0.016,0.001,0.025,0.010,0.000,0.000,0.000,0.000,0.005,0.027,0.021,0.023
34492,192.468,0.5937,0.2591,525.209,0.3578,0.7559,37.684,60.989,8.480,34.505,7.470,5.443,4.839,3.735,4.856,5.377,3.774,1.019,2.821,5.995,0.503,0.000,0.548,1.116,1.442,0.405,0.000,0.604,0.862,0.000,3.466,3.022,1.608,2.905,3.750,10.360,3.125,3.393,10.215,11.203,6.379,2.434,6.880,11.310,16.217,37.098,34.129,15.100,4.023,88.061,112.922,81.367,39.697,16.545
30103,792.632,0.6175,0.4209,0.174,0.3122,0.5466,56.463,92.001,24.695,54.107,25.519,53.173,21.569,28.369,78.039,56.763,35.019,13.586,48.334,86.748,8.679,12.844,12.232,7.709,10.653,9.747,20.952,21.707,11.040,2.687,0.015,0.001,0.000,0.009,0.000,0.013,0.000,0.000,0.000,0.047,0.000,0.011,0.015,0.003,0.007,0.000,0.013,0.006,0.000,0.001,0.022,0.000,0.000,0.010
34506,297.606,0.6166,0.4179,522.580,0.3557,0.7567,21.582,35.035,9.147,20.402,10.135,20.289,7.924,11.328,28.928,22.055,13.780,4.055,17.429,32.163,3.000,4.613,5.639,2.219,4.225,3.138,7.659,7.889,3.529,1.443,3.325,2.809,2.297,2.218,2.672,9.789,4.111,3.472,9.837,11.064,7.086,2.378,7.181,10.601,17.252,37.106,33.926,15.411,3.530,87.823,112.396,80.646,39.703,15.947
30117,794.214,0.6182,0.4214,0.201,0.3118,0.5469,57.437,92.424,23.529,53.334,26.498,52.590,21.050,28.505,77.957,57.152,35.960,12.276,47.792,86.843,8.509,13.608,12.578,8.472,11.996,10.113,20.017,21.485,11.581,2.511,0.000,0.000,0.027,0.026,0.000,0.013,0.000,0.000,0.000,0.018,0.000,0.003,0.000,0.000,0.037,0.017,0.000,0.013,0.030,0.016,0.000,0.000,0.000,0.000
34527,295.730,0.6163,0.4185,0.198,0.3030,0.4690,21.978,34.716,9.024,20.888,9.633,19.967,7.978,10.101,28.831,21.115,13.041,4.419,17.914,32.308,3.239,4.604,5.018,3.154,3.859,3.893,7.738,8.012,3.952,0.347,0.061,0.000,0.016,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.011,0.000,0.013,0.000,0.026,0.000,0.005,0.000,0.003,0.024,0.000,0.000,0.000,0.018
30138,1715.322,0.5902,0.7061,0.169,0.3067,0.4960,25.670,41.403,14.647,25.027,14.903,39.511,15.438,18.242,51.736,42.578,27.691,9.763,32.141,57.500,32.810,99.773,128.842,77.419,27.131,140.208,235.275,254.370,194.432,108.814,0.033,0.000,0.000,0.003,0.000,0.000,0.018,0.002,0.006,0.019,0.000,0.003,0.000,0.005,0.054,0.000,0.004,0.002,0.019,0.000,0.000,0.000,0.000,0.000
30152,1716.866,0.5904,0.7059,0.229,0.3590,0.5979,25.561,41.780,14.092,24.489,14.964,39.638,15.195,17.948,52.261,43.055,27.230,10.301,33.116,58.078,32.992,100.757,128.091,78.516,27.178,140.931,235.044,253.605,193.484,108.560,0.025,0.000,0.000,0.000,0.000,0.000,0.008,0.043,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.016,0.071,0.000,0.000,0.000,0.023
34541,296.017,0.6184,0.4178,0.139,0.4374,0.4589,21.430,34.543,8.810,20.564,9.937,20.283,8.243,10.744,29.028,21.250,12.955,4.912,17.833,32.709,3.371,4.799,4.403,3.087,4.219,2.947,7.086,7.794,4.299,0.772,0.000,0.008,0.010,0.000,0.000,0.010,0.033,0.007,0.018,0.000,0.000,0.016,0.002,0.000,0.000,0.000,0.000,0.003,0.029,0.000,0.004,0.000,0.000,0.000
34555,296.646,0.6178,0.4210,0.179,0.3294,0.3757,21.747,34.724,8.452,19.740,9.460,19.679,8.150,11.117,29.637,21.200,13.392,3.944,18.158,32.386,3.889,5.212,4.753,2.299,3.973,3.421,7.285,8.345,4.106,1.577,0.023,0.000,0.019,0.008,0.000,0.035,0.001,0.044,0.002,0.017,0.000,0.000,0.005,0.016,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30166,1715.982,0.5900,0.7064,0.166,0.3085,0.4724,24.877,41.676,15.134,24.584,15.112,39.514,14.527,18.688,51.164,43.262,27.225,9.688,32.056,58.009,32.512,101.239,128.814,77.460,26.650,140.789,235.533,254.639,194.233,108.597,0.032,0.017,0.000,0.000,0.004,0.019,0.000,0.000,0.000,0.042,0.000,0.001,0.000,0.007,0.008,0.000,0.000,0.000,0.000,0.002,0.020,0.000,0.000,0.015
30180,1716.528,0.5902,0.7056,0.123,0.4713,0.6483,25.647,42.058,14.620,25.158,15.497,39.509,14.245,17.657,52.655,43.613,26.819,9.606,33.072,58.008,33.048,100.457,128.730,77.027,26.961,141.189,235.594,253.682,193.302,108.372,0.011,0.002,0.000,0.005,0.006,0.001,0.000,0.000,0.002,0.003,0.000,0.002,0.015,0.000,0.000,0.008,0.000,0.000,0.000,0.006,0.000,0.005,0.008,0.048
34568,300.010,0.6192,0.4217,0.270,0.3561,0.4782,20.960,35.394,9.291,19.747,9.701,19.629,8.185,10.700,29.827,21.559,13.313,5.139,18.469,32.584,2.208,5.906,5.157,3.673,3.699,3.188,7.831,8.087,4.809,0.955,0.009,0.000,0.017,0.028,0.021,0.020,0.000,0.005,0.000,0.032,0.000,0.014,0.055,0.016,0.021,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.004,0.000
30193,1717.046,0.5901,0.7058,0.300,0.3830,0.5402,24.867,42.258,14.951,25.235,15.017,39.530,14.514,17.943,51.761,43.118,27.805,9.771,32.556,57.844,33.332,101.101,128.477,77.803,27.421,140.205,235.445,254.402,193.721,107.969,0.000,0.000,0.011,0.027,0.000,0.042,0.000,0.037,0.015,0.025,0.000,0.017,0.012,0.019,0.007,0.000,0.000,0.002,0.004,0.000,0.034,0.009,0.019,0.020
34582,638.832,0.5912,0.7072,0.198,0.3676,0.5029,8.807,15.188,4.605,9.835,5.938,14.125,5.746,6.595,19.081,16.418,9.449,3.796,12.848,22.157,12.390,36.681,48.309,28.231,9.931,52.217,88.055,94.951,72.363,41.114,0.000,0.000,0.010,0.000,0.027,0.036,0.038,0.002,0.000,0.000,0.006,0.003,0.000,0.000,0.000,0.018,0.009,0.000,0.021,0.008,0.000,0.000,0.019,0.000
30207,1715.544,0.5906,0.7060,0.184,0.3116,0.6252,25.100,41.860,14.326,25.051,14.989,39.271,14.456,18.583,51.841,42.636,27.604,10.261,32.625,57.583,33.070,100.354,128.581,77.881,28.317,140.101,234.834,254.690,192.980,108.553,0.018,0.000,0.011,0.000,0.000,0.000,0.000,0.025,0.000,0.020,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.007,0.032,0.023,0.019,0.000
34603,639.414,0.5902,0.7067,0.135,0.3915,0.5039,9.452,15.982,4.893,9.672,6.139,14.138,5.758,6.564,18.851,16.614,9.948,3.595,11.805,21.119,11.528,37.357,47.933,28.191,10.170,52.785,88.433,95.177,72.910,40.401,0.005,0.018,0.003,0.010,0.000,0.003,0.000,0.000,0.026,0.009,0.000,0.000,0.000,0.000,0.000,0.031,0.004,0.006,0.000,0.004,0.016,0.000,0.000,0.000
30228,1714.601,0.5902,0.7061,0.119,0.5378,0.4960,24.757,41.135,14.793,25.035,15.386,39.653,14.955,18.461,52.020,42.865,26.349,9.983,32.787,57.864,33.020,100.845,128.774,77.913,26.946,141.104,235.219,253.229,193.792,107.715,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.005,0.000,0.000,0.024,0.000,0.000,0.024,0.000,0.024,0.000,0.000,0.000,0.000,0.004
34617,642.850,0.5911,0.7050,0.192,0.4746,0.4503,9.394,15.186,5.587,9.698,6.595,14.332,5.520,7.463,19.839,15.967,10.581,3.327,12.175,21.838,11.862,37.804,48.420,28.935,10.019,52.298,88.121,94.577,72.738,40.573,0.001,0.044,0.004,0.000,0.031,0.008,0.001,0.000,0.000,0.004,0.000,0.023,0.000,0.021,0.000,0.011,0.000,0.000,0.020,0.000,0.026,0.000,0.000,0.000
34631,643.454,0.5910,0.7069,0.206,0.3715,0.4916,8.992,15.499,4.835,8.388,6.493,14.525,5.364,6.410,20.503,15.923,10.406,3.872,12.120,21.737,12.317,38.180,48.260,29.931,10.090,53.288,88.427,95.054,72.886,39.953,0.025,0.014,0.000,0.000,0.001,0.032,0.000,0.000,0.031,0.020,0.007,0.000,0.000,0.000,0.003,0.000,0.015,0.029,0.000,0.017,0.000,0.000,0.012,0.000
30242,1394.745,0.5456,0.7566,0.211,0.3781,0.5025,5.460,11.865,7.751,6.423,6.842,26.477,9.171,9.209,27.005,28.970,18.512,5.950,16.449,28.975,47.742,100.764,89.253,37.427,10.580,241.511,290.097,206.956,113.049,48.307,0.013,0.000,0.000,0.000,0.038,0.018,0.000,0.008,0.000,0.024,0.004,0.022,0.000,0.007,0.000,0.024,0.021,0.000,0.015,0.013,0.000,0.004,0.000,0.000
34645,646.622,0.5901,0.7053,0.096,0.4327,0.4162,9.957,15.617,5.720,9.038,5.908,14.679,5.888,6.627,19.312,16.281,10.082,4.689,12.132,22.157,12.443,37.680,48.881,29.337,9.780,52.797,88.558,95.171,73.141,40.746,0.000,0.000,0.000,0.015,0.026,0.000,0.008,0.015,0.003,0.000,0.000,0.000,0.001,0.001,0.000,0.022,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000
30256,1393.400,0.5459,0.7570,0.165,0.3919,0.4754,5.882,11.801,8.103,6.771,7.205,25.746,9.208,8.653,26.084,28.536,17.742,5.631,16.301,28.948,47.636,100.131,88.880,38.470,10.790,241.043,290.200,207.160,113.245,49.234,0.000,0.014,0.003,0.000,0.004,0.000,0.035,0.000,0.012,0.026,0.001,0.014,0.015,0.021,0.000,0.000,0.000,0.000,0.000,0.010,0.011,0.000,0.000,0.000
